SKU,Product Title,Element Symbol,Element Name,Atomic Number,Collection Type,Retail Price,Current Stock,Status,Available for Subscription,Tags,Notes
Ru15x60mm,Ruthenium 99.95% 5 grams,Ru,Ruthenium,44.0,Other,450.0,12.0,Active,No,"ampules, class:precious, purity:3N, size:small",Precious metal - exclude from normal assignment
Nb15x60mm,Niobium 99.95% 10 grams,Nb,Niobium,41.0,Other,17.5,8.0,Active,Yes,"ampules, class:mid, purity:3N, size:small",
Hg15x60mm,Mercury 99.99%,Hg,Mercury,80.0,Other,52.0,0.0,Active,No,"ampules, class:mid, purity:4N, size:standard",Out of stock
Hg5g_amp,Mercury 99.99%,Hg,Mercury,80.0,Ampoule,26.0,53.0,Active,Yes,"ampules, class:mid, purity:4N, size:standard",
Pb15x60mm,Lead 99.9%,Pb,Lead,82.0,Other,15.0,7.0,Active,Yes,"ampules, class:common, purity:3N, size:small",
Pb15x100mm,Lead 99.9%,Pb,Lead,82.0,Other,18.0,1.0,Active,Yes,"ampules, class:common, purity:3N, size:small",
Pb15x50mm,Lead 99.9%,Pb,Lead,82.0,50mm Cube,16.0,5.0,Active,Yes,"ampules, class:common, purity:3N, size:small",
Re15x60mm,Rhenium 99.95% 10 grams,Re,Rhenium,75.0,Other,65.0,0.0,Active,No,"ampules, class:precious, purity:3N, size:small",Precious metal - exclude from normal assignment; Out of stock
Ta15x60mm,Tantalum 99.95% 10 grams,Ta,Tantalum,73.0,Other,18.0,0.0,Active,No,"ampules, class:mid, purity:3N, size:small",Out of stock
Eu1g_bot,Europium metal 99.9%,Eu,Europium,63.0,Other (Bulk/Bottle),6.0,0.0,Active,No,"class:exotic, elements, purity:3N, size:small",Out of stock
Eu_FBB,Europium metal 99.9%,Eu,Europium,63.0,Other,20.0,0.0,Active,No,"class:exotic, elements, purity:3N, size:small",Out of stock
Eu10g,Europium metal 99.9%,Eu,Europium,63.0,Other (Bulk/Bottle),32.0,43.0,Active,Yes,"class:exotic, elements, purity:3N, size:small",
Eu100g,Europium metal 99.9%,Eu,Europium,63.0,Other (Bulk/Bottle),270.0,7.0,Active,Yes,"class:exotic, elements, purity:3N, size:small",
Eu1k,Europium metal 99.9%,Eu,Europium,63.0,Other (Bulk),2050.0,0.0,Active,No,"class:exotic, elements, purity:3N, size:small",Out of stock
P1g_bot,"Phosphorus, violet 99.99%",P,Phosphorus,15.0,Other (Bulk/Bottle),20.0,63.0,Active,Yes,"class:common, elements, purity:4N, size:micro",
P0.1g_vio,"Phosphorus, violet 99.99%",P,Phosphorus,15.0,Other (Bulk/Bottle),25.0,0.0,Active,No,"class:common, elements, purity:4N, size:micro",Out of stock
P1g_amp,"Phosphorus, violet 99.99%",P,Phosphorus,15.0,Ampoule,24.0,0.0,Active,No,"class:common, elements, purity:4N, size:micro",Out of stock
Sn1g_bot,Tin metal 99.99%,Sn,Tin,50.0,Other (Bulk/Bottle),4.5,18.0,Active,Yes,"class:common, elements, purity:4N, size:micro",
Sn10g,Tin metal 99.99%,Sn,Tin,50.0,Other (Bulk/Bottle),8.0,2.0,Active,Yes,"class:common, elements, purity:4N, size:micro",
Sn100g,Tin metal 99.99%,Sn,Tin,50.0,Other (Bulk/Bottle),22.25,3.0,Active,Yes,"class:common, elements, purity:4N, size:micro",
Sn1k,Tin metal 99.99%,Sn,Tin,50.0,Other (Bulk),195.0,3.0,Active,Yes,"class:common, elements, purity:4N, size:micro",
Bi1g_bot,Bismuth metal 99.99%,Bi,Bismuth,83.0,Other (Bulk/Bottle),3.75,7.0,Active,Yes,"class:common, elements, purity:4N, size:micro",
Bi10g,Bismuth metal 99.99%,Bi,Bismuth,83.0,Other (Bulk/Bottle),6.75,71.0,Active,Yes,"class:common, elements, purity:4N, size:micro",
Bi100g,Bismuth metal 99.99%,Bi,Bismuth,83.0,Other (Bulk/Bottle),19.9,1.0,Active,Yes,"class:common, elements, purity:4N, size:micro",
Bi1k,Bismuth metal 99.99%,Bi,Bismuth,83.0,Other (Bulk),50.0,0.0,Active,No,"class:common, elements, purity:4N, size:micro",Out of stock
Ti1g_bot,Titanium metal 99.5%,Ti,Titanium,22.0,Other (Bulk/Bottle),6.5,5.0,Active,Yes,"class:mid, elements, purity:none, size:micro",
Ti10g,Titanium metal 99.5%,Ti,Titanium,22.0,Other (Bulk/Bottle),12.0,16.0,Active,Yes,"class:mid, elements, purity:none, size:micro",
Ti3x3,Titanium metal 99.5%,Ti,Titanium,22.0,Other,5.0,0.0,Active,No,"class:mid, elements, purity:none, size:micro",Out of stock
Ti100g,Titanium metal 99.5%,Ti,Titanium,22.0,Other (Bulk/Bottle),34.0,0.0,Active,No,"class:mid, elements, purity:none, size:micro",Out of stock
Ti1kg,Titanium metal 99.5%,Ti,Titanium,22.0,Other (Bulk),228.0,0.0,Active,No,"class:mid, elements, purity:none, size:micro",Out of stock
Nb1g_bot,Niobium metal 99.95%,Nb,Niobium,41.0,Other (Bulk/Bottle),4.4,10.0,Active,Yes,"class:mid, elements, purity:3N, size:micro",
Nb10g,Niobium metal 99.95%,Nb,Niobium,41.0,Other (Bulk/Bottle),8.0,5.0,Active,Yes,"class:mid, elements, purity:3N, size:micro",
Nb10g_mc,Niobium metal 99.95%,Nb,Niobium,41.0,Other (Bulk/Bottle),6.25,7.0,Active,Yes,"class:mid, elements, purity:3N, size:micro",
Nb100g,Niobium metal 99.95%,Nb,Niobium,41.0,Other (Bulk/Bottle),38.0,3.0,Active,Yes,"class:mid, elements, purity:3N, size:micro",
Nb100g_mc,Niobium metal 99.95%,Nb,Niobium,41.0,Other (Bulk/Bottle),45.0,4.0,Active,Yes,"class:mid, elements, purity:3N, size:micro",
Nb1k,Niobium metal 99.95%,Nb,Niobium,41.0,Other (Bulk),355.0,0.0,Active,No,"class:mid, elements, purity:3N, size:micro",Out of stock
Cd1g_bot,Cadmium metal 99.9%,Cd,Cadmium,48.0,Other (Bulk/Bottle),1.5,0.0,Active,No,"class:mid, elements, purity:3N, size:micro",Out of stock
Cd10g,Cadmium metal 99.9%,Cd,Cadmium,48.0,Other (Bulk/Bottle),4.0,0.0,Active,No,"class:mid, elements, purity:3N, size:micro",Out of stock
Cd100g,Cadmium metal 99.9%,Cd,Cadmium,48.0,Other (Bulk/Bottle),18.0,0.0,Active,No,"class:mid, elements, purity:3N, size:micro",Out of stock
Cd1kg,Cadmium metal 99.9%,Cd,Cadmium,48.0,Other (Bulk),77.0,0.0,Active,No,"class:mid, elements, purity:3N, size:micro",Out of stock
Os_sin_0.1g,Osmium metal 99.9% sintered pieces,Os,Osmium,76.0,Other (Sample),5.0,0.0,Active,No,"class:precious, elements, form:piece, purity:3N, size:micro",Precious metal - exclude from normal assignment; Out of stock
Os_sin_1g,Osmium metal 99.9% sintered pieces,Os,Osmium,76.0,Other (Sample),68.0,0.0,Active,No,"class:precious, elements, form:piece, purity:3N, size:micro",Precious metal - exclude from normal assignment; Out of stock
Ti_egg_blue,"Titanium metal 99.95% ""eggs""",Ti,Titanium,22.0,Other,12.0,0.0,Draft,No,"class:mid, purity:3N, size:small",Out of stock; Draft
Ti_egg_ltblue,"Titanium metal 99.95% ""eggs""",Ti,Titanium,22.0,Other,12.0,0.0,Draft,No,"class:mid, purity:3N, size:small",Out of stock; Draft
Ti_egg_green,"Titanium metal 99.95% ""eggs""",Ti,Titanium,22.0,Other,12.0,0.0,Draft,No,"class:mid, purity:3N, size:small",Out of stock; Draft
Ti_egg_purple,"Titanium metal 99.95% ""eggs""",Ti,Titanium,22.0,Other,12.0,0.0,Draft,No,"class:mid, purity:3N, size:small",Out of stock; Draft
Cu1g_bot,Copper metal 99.95%,Cu,Copper,29.0,Other (Bulk/Bottle),4.4,17.0,Active,Yes,"class:common, elements, purity:3N, size:micro",
Cu-disc,Copper metal 99.95%,Cu,Copper,29.0,Other,7.5,0.0,Active,No,"class:common, elements, purity:3N, size:micro",Out of stock
Cu10g,Copper metal 99.95%,Cu,Copper,29.0,Other (Bulk/Bottle),4.5,7.0,Active,Yes,"class:common, elements, purity:3N, size:micro",
Cu100g,Copper metal 99.95%,Cu,Copper,29.0,Other (Bulk/Bottle),11.5,3.0,Active,Yes,"class:common, elements, purity:3N, size:micro",
Cu1k,Copper metal 99.95%,Cu,Copper,29.0,Other (Bulk),59.08,1.0,Active,Yes,"class:common, elements, purity:3N, size:micro",
Tb1g_bot,Terbium metal 99.9%,Tb,Terbium,65.0,Other (Bulk/Bottle),5.75,0.0,Active,No,"class:exotic, elements, purity:3N, size:micro",Out of stock
Tb10g,Terbium metal 99.9%,Tb,Terbium,65.0,Other (Bulk/Bottle),35.0,0.0,Active,No,"class:exotic, elements, purity:3N, size:micro",Out of stock
Tb100g,Terbium metal 99.9%,Tb,Terbium,65.0,Other (Bulk/Bottle),315.0,0.0,Active,No,"class:exotic, elements, purity:3N, size:micro",Out of stock
Tb1k,Terbium metal 99.9%,Tb,Terbium,65.0,Other (Bulk),2850.0,0.0,Active,No,"class:exotic, elements, purity:3N, size:micro",Out of stock
Ar7x25mm,Argon gas 99.99%,Ar,Argon,18.0,Ampoule,7.0,0.0,Active,No,"ampules, class:exotic, elements, form:ampoule, purity:4N, size:micro",Out of stock
Ar10x40mm,Argon gas 99.99%,Ar,Argon,18.0,Ampoule,15.0,33.0,Active,Yes,"ampules, class:exotic, elements, form:ampoule, purity:4N, size:micro",
Ar_FBB,Argon gas 99.99%,Ar,Argon,18.0,Ampoule,21.0,34.0,Active,Yes,"ampules, class:exotic, elements, form:ampoule, purity:4N, size:micro",
Cs_FBB,Cesium metal 99.99%,Cs,Cesium,55.0,Other,29.5,14.0,Active,Yes,"class:reactive, elements, purity:4N, size:small",
Cs10x40mm,Cesium metal 99.99%,Cs,Cesium,55.0,Other,67.0,0.0,Active,No,"class:reactive, elements, purity:4N, size:small",Out of stock
Cl5x25mm,Chlorine gas 99.9%,Cl,Chlorine,17.0,Other,57.0,0.0,Active,No,"ampules, class:exotic, elements, purity:3N, size:small",Out of stock
He7x25mm,Helium gas 99.99%,He,Helium,2.0,Other,7.0,1.0,Active,Yes,"class:exotic, elements, purity:4N, size:micro",
He10x40mm,Helium gas 99.99%,He,Helium,2.0,Other,15.0,39.0,Active,Yes,"class:exotic, elements, purity:4N, size:micro",
He_FBB,Helium gas 99.99%,He,Helium,2.0,Other,21.0,7.0,Active,Yes,"class:exotic, elements, purity:4N, size:micro",
H7x25mm,Hydrogen gas 99.99%,H,Hydrogen,1.0,Other,9.0,0.0,Active,No,"class:exotic, elements, purity:4N, size:micro",Out of stock
H10x40mm,Hydrogen gas 99.99%,H,Hydrogen,1.0,Other,16.0,32.0,Active,Yes,"class:exotic, elements, purity:4N, size:micro",
H_FBB,Hydrogen gas 99.99%,H,Hydrogen,1.0,Other,21.0,16.0,Active,Yes,"class:exotic, elements, purity:4N, size:micro",
Kr7x25mm,Krypton gas 99.99%,Kr,Krypton,36.0,Other,7.0,0.0,Active,No,"class:exotic, elements, purity:4N, size:micro",Out of stock
Kr10x40mm,Krypton gas 99.99%,Kr,Krypton,36.0,Other,15.0,68.0,Active,Yes,"class:exotic, elements, purity:4N, size:micro",
Kr_FBB,Krypton gas 99.99%,Kr,Krypton,36.0,Other,21.0,12.0,Active,Yes,"class:exotic, elements, purity:4N, size:micro",
Li1g_bot,Lithium metal 99.9%,Li,Lithium,3.0,Other (Bulk/Bottle),6.5,0.0,Active,No,"class:reactive, elements, purity:3N, size:micro",Out of stock
Li7x25mm,Lithium metal 99.9%,Li,Lithium,3.0,Other,12.5,0.0,Active,No,"class:reactive, elements, purity:3N, size:micro",Out of stock
Li_FBB,Lithium metal 99.9%,Li,Lithium,3.0,Other,20.0,15.0,Active,Yes,"class:reactive, elements, purity:3N, size:micro",
Li1k,Lithium metal 99.9%,Li,Lithium,3.0,Other (Bulk),4990.0,3.0,Active,Yes,"class:reactive, elements, purity:3N, size:micro",
Hg1g_bot,Mercury Metal 99.99%,Hg,Mercury,80.0,Other (Bulk/Bottle),8.5,0.0,Active,No,"class:mid, elements, out-of-stock, purity:4N, size:micro",Out of stock
Hg_FBB,Mercury Metal 99.99%,Hg,Mercury,80.0,Other,16.0,0.0,Active,No,"class:mid, elements, out-of-stock, purity:4N, size:micro",Out of stock
Hg10g,Mercury Metal 99.99%,Hg,Mercury,80.0,Other (Bulk/Bottle),52.0,10.0,Active,Yes,"class:mid, elements, out-of-stock, purity:4N, size:micro",
Hg30g_amp,Mercury Metal 99.99%,Hg,Mercury,80.0,Ampoule,61.0,0.0,Active,No,"class:mid, elements, out-of-stock, purity:4N, size:micro",Out of stock
Ne10x40mm,Neon gas 99.99%,Ne,Neon,10.0,Other,16.0,4.0,Active,Yes,"class:exotic, elements, purity:4N, size:micro",
Ne_FBB,Neon gas 99.99%,Ne,Neon,10.0,Other,21.0,0.0,Active,No,"class:exotic, elements, purity:4N, size:micro",Out of stock
N7x25mm,Nitrogen gas 99.99%,N,Nitrogen,7.0,Other,6.0,0.0,Active,No,"class:exotic, elements, purity:4N, size:micro",Out of stock
N10x40mm,Nitrogen gas 99.99%,N,Nitrogen,7.0,Other,15.0,48.0,Active,Yes,"class:exotic, elements, purity:4N, size:micro",
N_FBB,Nitrogen gas 99.99%,N,Nitrogen,7.0,Other,21.0,21.0,Active,Yes,"class:exotic, elements, purity:4N, size:micro",
N60mm_sphere,Nitrogen gas 99.99%,N,Nitrogen,7.0,Other,85.0,2.0,Active,Yes,"class:exotic, elements, purity:4N, size:micro",
O7x25mm,Oxygen gas 99.99%,O,Oxygen,8.0,Other,7.0,0.0,Active,No,"class:exotic, elements, purity:4N, size:micro",Out of stock
O10x40mm,Oxygen gas 99.99%,O,Oxygen,8.0,Other,15.0,61.0,Active,Yes,"class:exotic, elements, purity:4N, size:micro",
O_FBB,Oxygen gas 99.99%,O,Oxygen,8.0,Other,21.0,12.0,Active,Yes,"class:exotic, elements, purity:4N, size:micro",
Rb_FBB,Rubidium metal 99.99%,Rb,Rubidium,37.0,Ampoule,28.0,23.0,Active,Yes,"ampules, class:reactive, form:ampoule, purity:4N, size:small",
Rb1g,Rubidium metal 99.99%,Rb,Rubidium,37.0,Ampoule,81.0,3.0,Active,Yes,"ampules, class:reactive, form:ampoule, purity:4N, size:small",
Rb5g_amp,Rubidium metal 99.99%,Rb,Rubidium,37.0,Ampoule,225.0,12.0,Active,Yes,"ampules, class:reactive, form:ampoule, purity:4N, size:small",
Tl0.1g_bot,Thallium metal 99.99%,Tl,Thallium,81.0,Other (Bulk/Bottle),15.0,0.0,Active,No,"class:mid, elements, purity:4N, size:micro",Out of stock
Tl10g,Thallium metal 99.99%,Tl,Thallium,81.0,Other (Bulk/Bottle),40.0,0.0,Active,No,"class:mid, elements, purity:4N, size:micro",Out of stock
Tl_FBB,Thallium metal 99.99%,Tl,Thallium,81.0,Other,24.0,0.0,Active,No,"class:mid, elements, purity:4N, size:micro",Out of stock
Tl15x60mm_15g,Thallium metal 99.99%,Tl,Thallium,81.0,Other,90.0,4.0,Active,Yes,"class:mid, elements, purity:4N, size:micro",
Xe10x40mm,Xenon gas 99.99%,Xe,Xenon,54.0,Other,15.0,43.0,Active,Yes,"class:exotic, elements, purity:4N, size:micro",
Xe_FBB,Xenon gas 99.99%,Xe,Xenon,54.0,Other,24.0,33.0,Active,Yes,"class:exotic, elements, purity:4N, size:micro",
Xe15x50mm_rb,Xenon gas 99.99%,Xe,Xenon,54.0,50mm Cube,24.0,0.0,Active,No,"class:exotic, elements, purity:4N, size:micro",Out of stock
Xe_amp,Xenon gas 99.99%,Xe,Xenon,54.0,Ampoule,65.0,0.0,Active,No,"class:exotic, elements, purity:4N, size:micro",Out of stock
set8gas,Set of 8 or 12 Different Gases in Ampules,,,,Ampoule,119.0,48.0,Active,No,"elements, form:ampoule, purity:none, size:standard",
set12gas,Set of 8 or 12 Different Gases in Ampules,,,,Ampoule,184.9,75.0,Active,No,"elements, form:ampoule, purity:none, size:standard",
Gas_stand,Set of 8 or 12 Different Gases in Ampules,Ga,Gallium,31.0,Ampoule,7.75,5.0,Active,Yes,"elements, form:ampoule, purity:none, size:standard",
Th0.1g_bot,Thorium metal 99.9%,Th,Thorium,90.0,Other (Bulk/Bottle),175.0,0.0,Active,No,"class:exotic, elements, purity:3N, size:micro",Out of stock
Rn_bot,Radon gas (trace),Rn,Radon,86.0,Other,50.0,0.0,Active,No,"class:exotic, elements, purity:none, size:micro",Out of stock
Br10x40mm,Bromine gas 99.99%,Br,Bromine,35.0,Other,25.0,68.0,Active,Yes,"ampules, class:exotic, elements, purity:4N, size:micro",
Cl10x40mm,Chlorine gas 99.9%,Cl,Chlorine,17.0,Other,25.0,31.0,Active,Yes,"class:exotic, elements, purity:3N, size:micro",
I10x40mm,Iodine gas 99.99%,I,Iodine,53.0,Other,15.0,201.0,Active,Yes,"class:exotic, elements, purity:4N, size:small",
Br_FBB,Bromine liquid 99.9%,Br,Bromine,35.0,Other,35.0,13.0,Archived,No,"class:exotic, elements, purity:3N, size:standard",Archived
Br1ml_amp,Bromine liquid 99.9%,Br,Bromine,35.0,Ampoule,50.0,0.0,Archived,No,"class:exotic, elements, purity:3N, size:standard",Out of stock; Archived
Sb1g_den,Antimony 99.99999% monocrystalline,Sb,Antimony,51.0,Other (Sample),6.0,0.0,Active,No,"class:mid, elements, form:crystal, purity:7N, size:micro",Out of stock
Sb10g_cry,Antimony 99.99999% monocrystalline,Sb,Antimony,51.0,Other (Sample),30.0,0.0,Active,No,"class:mid, elements, form:crystal, purity:7N, size:micro",Out of stock
Sb_slug,Antimony 99.99999% monocrystalline,Sb,Antimony,51.0,Other (Sample),150.0,0.0,Active,No,"class:mid, elements, form:crystal, purity:7N, size:micro",Out of stock
Bi_small,Bismuth crystal 99.99%,Bi,Bismuth,83.0,Other (Sample),5.0,1.0,Active,Yes,"class:common, elements, form:crystal, purity:4N, size:small",
Bi_medium,Bismuth crystal 99.99%,Bi,Bismuth,83.0,Other (Sample),15.0,8.0,Active,Yes,"class:common, elements, form:crystal, purity:4N, size:small",
Bi_large,Bismuth crystal 99.99%,Bi,Bismuth,83.0,Other (Sample),37.5,4.0,Active,Yes,"class:common, elements, form:crystal, purity:4N, size:small",
Bi_125g+,Bismuth crystal 99.99%,Bi,Bismuth,83.0,Other (Sample),85.0,0.0,Active,No,"class:common, elements, form:crystal, purity:4N, size:small",Out of stock
Cd5g_cry,Cadmium crystal 99.999%,Cd,Cadmium,48.0,Other (Sample),15.0,0.0,Active,No,"class:mid, elements, form:crystal, purity:5N, size:small",Out of stock
Cd20g_cry,Cadmium crystal 99.999%,Cd,Cadmium,48.0,Other (Sample),25.0,0.0,Active,No,"class:mid, elements, form:crystal, purity:5N, size:small",Out of stock
Cd_cry,Cadmium crystal 99.999%,Cd,Cadmium,48.0,Other (Sample),75.0,0.0,Active,No,"class:mid, elements, form:crystal, purity:5N, size:small",Out of stock
Dy1g_den,Dysprosium metal 99.99% dendritic,Dy,Dysprosium,66.0,Other (Bulk/Bottle),3.0,0.0,Active,No,"class:exotic, elements, purity:4N, size:micro",Out of stock
Dy10g_den,Dysprosium metal 99.99% dendritic,Dy,Dysprosium,66.0,Other (Bulk/Bottle),23.0,0.0,Active,No,"class:exotic, elements, purity:4N, size:micro",Out of stock
Er1g_den,Erbium metal 99.99% dendritic,Er,Erbium,68.0,Other (Bulk/Bottle),4.0,34.0,Active,Yes,"class:exotic, elements, purity:4N, size:micro",
Er10g_den,Erbium metal 99.99% dendritic,Er,Erbium,68.0,Other (Bulk/Bottle),30.0,0.0,Active,No,"class:exotic, elements, purity:4N, size:micro",Out of stock
Er100g_den,Erbium metal 99.99% dendritic,Er,Erbium,68.0,Other (Bulk/Bottle),275.0,0.0,Active,No,"class:exotic, elements, purity:4N, size:micro",Out of stock
Gd1g_den,Gadolinium metal 99.95% dendritic,Gd,Gadolinium,64.0,Other (Bulk/Bottle),5.0,0.0,Active,No,"class:exotic, elements, purity:3N, size:micro",Out of stock
Gd10g_den,Gadolinium metal 99.95% dendritic,Gd,Gadolinium,64.0,Other (Bulk/Bottle),38.0,0.0,Active,No,"class:exotic, elements, purity:3N, size:micro",Out of stock
Ho1g_den,Holmium metal 99.95% dendritic,Ho,Holmium,67.0,Other (Bulk/Bottle),5.0,37.0,Active,Yes,"class:exotic, elements, purity:3N, size:micro",
Ho10g_den,Holmium metal 99.95% dendritic,Ho,Holmium,67.0,Other (Bulk/Bottle),22.0,0.0,Active,No,"class:exotic, elements, purity:3N, size:micro",Out of stock
Ho100g_den,Holmium metal 99.95% dendritic,Ho,Holmium,67.0,Other (Bulk/Bottle),190.0,0.0,Active,No,"class:exotic, elements, purity:3N, size:micro",Out of stock
Mg_cry,Magnesium crystal 99.99%,Mg,Magnesium,12.0,Other (Sample),17.5,0.0,Active,No,"class:common, elements, form:crystal, purity:4N, size:small",Out of stock
Sm1g_bot_2,Samarium metal 99.95% dendritic,Sm,Samarium,62.0,Other (Bulk/Bottle),,0.0,Active,No,"class:exotic, elements, purity:3N, size:micro",Out of stock
Sm_FBB,Samarium metal 99.95% dendritic,Sm,Samarium,62.0,Other,20.0,18.0,Active,Yes,"class:exotic, elements, purity:3N, size:micro",
Sm10g_2,Samarium metal 99.95% dendritic,Sm,Samarium,62.0,Other (Bulk/Bottle),,0.0,Active,No,"class:exotic, elements, purity:3N, size:micro",Out of stock
Sm100,Samarium metal 99.95% dendritic,Sm,Samarium,62.0,Other,45.0,0.0,Active,No,"class:exotic, elements, purity:3N, size:micro",Out of stock
Sm1k,Samarium metal 99.95% dendritic,Sm,Samarium,62.0,Other (Bulk),320.0,0.0,Active,No,"class:exotic, elements, purity:3N, size:micro",Out of stock
Sc1g_bot,Scandium metal 99.95% dendritic,Sc,Scandium,21.0,Other (Bulk/Bottle),15.0,0.0,Active,No,"class:mid, elements, purity:3N, size:micro",Out of stock
Sc10g,Scandium metal 99.95% dendritic,Sc,Scandium,21.0,Other (Bulk/Bottle),88.0,0.0,Active,No,"class:mid, elements, purity:3N, size:micro",Out of stock
Sc100g,Scandium metal 99.95% dendritic,Sc,Scandium,21.0,Other (Bulk/Bottle),850.0,0.0,Active,No,"class:mid, elements, purity:3N, size:micro",Out of stock
Ag_den,Silver metal 99.99% crystal,Ag,Silver,47.0,Other (Sample),10.0,0.0,Active,No,"class:precious, elements, form:crystal, purity:4N, size:small",Out of stock
Ag_cry,Silver metal 99.99% crystal,Ag,Silver,47.0,Other (Sample),45.0,0.0,Active,No,"class:precious, elements, form:crystal, purity:4N, size:small",Out of stock
S10.1mm,Sulfur crystals 99.99%,S,Sulfur,16.0,Other (Sample),4.4,1.0,Active,Yes,"class:common, elements, form:crystal, purity:4N, size:small",
S10g_cry,Sulfur crystals 99.99%,S,Sulfur,16.0,Other (Sample),5.0,6.0,Active,Yes,"class:common, elements, form:crystal, purity:4N, size:small",
S_cry_1-5g,Sulfur crystals 99.99%,S,Sulfur,16.0,Other (Sample),7.5,5.0,Active,Yes,"class:common, elements, form:crystal, purity:4N, size:small",
S_cry_5+,Sulfur crystals 99.99%,S,Sulfur,16.0,Other (Sample),20.0,5.0,Active,Yes,"class:common, elements, form:crystal, purity:4N, size:small",
S_cry_15+,Sulfur crystals 99.99%,S,Sulfur,16.0,Other (Sample),30.0,8.0,Active,Yes,"class:common, elements, form:crystal, purity:4N, size:small",
S_cry_30+,Sulfur crystals 99.99%,S,Sulfur,16.0,Other (Sample),50.0,3.0,Active,Yes,"class:common, elements, form:crystal, purity:4N, size:small",
Sn1g_den,Tin crystal 99.999%,Sn,Tin,50.0,Other (Sample),10.0,0.0,Active,No,"class:common, elements, form:crystal, purity:5N, size:micro",Out of stock
Ti_cry,Titanium crystal rod 99.99%,Ti,Titanium,22.0,Other (Sample),75.0,0.0,Active,No,"class:mid, elements, form:crystal, purity:4N, size:standard",Out of stock
Zn_cry,Zinc crystal 99.99%,Zn,Zinc,30.0,Other (Sample),25.0,0.0,Active,No,"class:common, elements, form:crystal, purity:4N, size:standard",Out of stock
Ra_bot,Radium metal (trace),Ra,Radium,88.0,Other,15.0,24.0,Active,Yes,"class:exotic, elements, purity:none, size:micro",
Zr_cry_sm,Zirconium crystal 99.9%,Zr,Zirconium,40.0,Other (Sample),15.0,0.0,Draft,No,"class:mid, form:crystal, purity:3N, size:small",Out of stock; Draft
Zr_cry_med,Zirconium crystal 99.9%,Zr,Zirconium,40.0,Other (Sample),35.0,0.0,Draft,No,"class:mid, form:crystal, purity:3N, size:small",Out of stock; Draft
Zr_cry_lg,Zirconium crystal 99.9%,Zr,Zirconium,40.0,Other (Sample),125.0,0.0,Draft,No,"class:mid, form:crystal, purity:3N, size:small",Out of stock; Draft
Hg10x40mm,Mercury gas 99.99%,Hg,Mercury,80.0,Other,15.0,163.0,Active,Yes,"class:mid, elements, purity:4N, size:micro",
Os<0.5g_den,Osmium 99.95% crystalline,Os,Osmium,76.0,Other (Sample),30.0,0.0,Active,No,"class:precious, elements, form:crystal, purity:3N, size:micro",Precious metal - exclude from normal assignment; Out of stock
Os0.5g_den,Osmium 99.95% crystalline,Os,Osmium,76.0,Other (Sample),40.0,0.0,Active,No,"class:precious, elements, form:crystal, purity:3N, size:micro",Precious metal - exclude from normal assignment; Out of stock
Os1g_den,Osmium 99.95% crystalline,Os,Osmium,76.0,Other (Sample),69.0,0.0,Active,No,"class:precious, elements, form:crystal, purity:3N, size:micro",Precious metal - exclude from normal assignment; Out of stock
Os1.5g_den,Osmium 99.95% crystalline,Os,Osmium,76.0,Other (Sample),95.0,0.0,Active,No,"class:precious, elements, form:crystal, purity:3N, size:micro",Precious metal - exclude from normal assignment; Out of stock
Os2g_den,Osmium 99.95% crystalline,Os,Osmium,76.0,Other (Sample),125.0,0.0,Active,No,"class:precious, elements, form:crystal, purity:3N, size:micro",Precious metal - exclude from normal assignment; Out of stock
Os2.5g_den,Osmium 99.95% crystalline,Os,Osmium,76.0,Other (Sample),160.0,0.0,Active,No,"class:precious, elements, form:crystal, purity:3N, size:micro",Precious metal - exclude from normal assignment; Out of stock
Os3g_den,Osmium 99.95% crystalline,Os,Osmium,76.0,Other (Sample),220.0,0.0,Active,No,"class:precious, elements, form:crystal, purity:3N, size:micro",Precious metal - exclude from normal assignment; Out of stock
P_black_0.1g,Phosphorus crystal 99.999%,P,Phosphorus,15.0,Other (Sample),13.0,0.0,Active,No,"class:common, elements, form:crystal, purity:5N, size:micro",Out of stock
P1g_black_1g,Phosphorus crystal 99.999%,P,Phosphorus,15.0,Other (Sample),125.0,0.0,Active,No,"class:common, elements, form:crystal, purity:5N, size:micro",Out of stock
Ti_black,Titanium Black 99.9%,Ti,Titanium,22.0,Other,10.0,0.0,Draft,No,"class:mid, purity:3N, size:micro",Out of stock; Draft
Nb1g_den,Niobium 99.99% crystal,Nb,Niobium,41.0,Other (Sample),15.0,0.0,Active,No,"class:mid, elements, form:crystal, purity:4N, size:small",Out of stock
Y1g_den,Yttrium metal 99.95% dendritic,Y,Yttrium,39.0,Other (Bulk/Bottle),6.0,0.0,Active,No,"class:mid, elements, purity:3N, size:micro",Out of stock
Y10g_den,Yttrium metal 99.95% dendritic,Y,Yttrium,39.0,Other (Bulk/Bottle),25.0,0.0,Active,No,"class:mid, elements, purity:3N, size:micro",Out of stock
Y_cry,Yttrium metal 99.95% dendritic,Y,Yttrium,39.0,Other,45.0,0.0,Active,No,"class:mid, elements, purity:3N, size:micro",Out of stock
2H2O,Deuterium Oxide 99.9% (Heavy Water),,,,Other,25.0,0.0,Draft,No,"purity:3N, size:small",Out of stock; Draft; Could not map to element
UA15x60mm_1g,Yellowcake (Uranyl Acetate),U,Uranium,92.0,Other (Bulk/Bottle),18.0,0.0,Draft,No,"class:exotic, purity:none, size:small",Out of stock; Draft
